titles,links,text,prices
Leica 12564 Metal lenshood for Summicron-R 50mm and Elmarit-R 35mm,https://fotohandeldelfshaven.nl/product/leica-12564-metal-lenshood-for-summicron-r-50mm-and-elmarit-r-35mm/,"
Leica 12564 Metal lenshood for Summicron-R 50mm and Elmarit-R 35mm

Price:   SoldOriginal metal lenshood suited for the R 35mm F/2.8 and R 50mm F/2 lenses (first generations without built in hood). Comes in very good condition with only minor signs of use. With original plastic lenscap.
Read moreLeica 12564 Metal lenshood for Summicron-R 50mm and Elmarit-R 35mmMaartenOctober 4, 2022May 7, 2023",Price:   Sold
Rollei Rolleiflex Bay II rubber lens hood,https://fotohandeldelfshaven.nl/product/rollei-rolleiflex-bay-ii-rubber-lens-hood/,"
Rollei Rolleiflex Bay II rubber lens hood

Price: €50,00This Rubber lens hood Bay II has been made for the Rolleiflex 3,5F. It comes in a good condition but is a bit dirty to the metal mount. (should be cleanable. Essentional accessory for your Rolleiflex 3.5F
Add to cartRollei Rolleiflex Bay II rubber lens hoodMaartenOctober 4, 2022May 7, 2023","Price: €50,00"
"Leica Diopter +1,00. for M3",https://fotohandeldelfshaven.nl/product/leica-diopter-100-for-m3/,"
Leica Diopter +1,00. for M3

Price:   SoldHard to find diopter to fit the Leica M3. + 1.00. Regular age related wear. good glass.
Read moreLeica Diopter +1,00. for M3MaartenOctober 4, 2022May 7, 2023",Price:   Sold
Hasselblad Original Metal Lenshood for XCD 45mm lens,https://fotohandeldelfshaven.nl/product/hasselblad-original-metal-lenshood-for-xcd-45mm-lens/,"
Hasselblad Original Metal Lenshood for XCD 45mm lens

Price:   SoldThis is the original all metal lenshood suited for the Hasselblad XCD 45mm lens. It comes in very good condition with only minor signs of previous use.
Read moreHasselblad Original Metal Lenshood for XCD 45mm lensMaartenOctober 4, 2022August 23, 2023",Price:   Sold
Zeiss Optical Viewfinder for ZM 25/28mm,https://fotohandeldelfshaven.nl/product/zeiss-optical-viewfinder-for-zm-25-28mm/,"
Zeiss Optical Viewfinder for ZM 25/28mm

Price:   SoldThis optical viewfinder made by Zeiss houses both 25 and 28mm framelines. Its constructed out of aluminum and has T* coated glass inside. It mounts on the camera’s accessory shoe and provides the wide angle frame lines for camera’s that dont house those in their rangefinder, such as the Leica  .....
Read moreZeiss Optical Viewfinder for ZM 25/28mmMaartenOctober 4, 2022May 7, 2023",Price:   Sold
"Hasselblad Extension Tube kit for Hasselblad H, H13mm, H26mm, H52mm",https://fotohandeldelfshaven.nl/product/hasselblad-extension-tube-kit-for-hasselblad-h-h13mm-h26mm-h52mm/,"
Hasselblad Extension Tube kit for Hasselblad H, H13mm, H26mm, H52mm

Price:   SoldKit of the 3 most used hasselblad extension tubes for the H system. Works on both regular HC and HCD lenses and also can be used on their macro lenses. These rings extend the lens further from the sensor and therefor allowing for a closer focus. When these rings are  .....
Read moreHasselblad Extension Tube kit for Hasselblad H, H13mm, H26mm, H52mmMaartenOctober 4, 2022May 7, 2023",Price:   Sold
Hasselblad 70mm data recording magazine DM100/200 with DE-32 attachment,https://fotohandeldelfshaven.nl/product/hasselblad-70mm-data-recording-magazine-dm100-200-with-de-32-attachment/,"
Hasselblad 70mm data recording magazine DM100/200 with DE-32 attachment

Price:   SoldThis magazine was based on the regular A70 fimback housing 70mm rollfilm. The DE-32 is a electronic attachment that enables data saving. These backs were produced especially for the 553ELS space camera, which already has been made only in very small quantities. Rare back, coutesy: Ex Hasselblad Nederland Collection
Read moreHasselblad 70mm data recording magazine DM100/200 with DE-32 attachmentMaartenOctober 4, 2022May 7, 2023",Price:   Sold
"Minolta Compact Bellows, boxed",https://fotohandeldelfshaven.nl/product/minolta-compact-bellows-boxed/,"
Minolta Compact Bellows, boxed

Price: €120,00As the name would expect, this is one of the most compact bellow systems ever produced for 35mm SLR cameras. Its suited for Minolta’s MD mount and works with a variety of their own and third party lenses. When not in use the bellows fold down to a compact and  .....
Add to cartMinolta Compact Bellows, boxedMaartenOctober 4, 2022May 7, 2023","Price: €120,00"
"Leica M9-P body silver, in box, sensor corrosion",https://fotohandeldelfshaven.nl/product/leica-m9-p-body-silver-in-box-sensor-corrosion/,"
Leica M9-P body silver, in box, sensor corrosion

Price:   SoldThis Leica M9P in silver color unfortunately has a corroded sensor. Its a shame of letting these cameras go to waste and we want to find a new owner for it who can try getting it fixed (Leica stopped, but there is 3rd party repaircenters that still can). Can also  .....
Read moreLeica M9-P body silver, in box, sensor corrosionMaartenOctober 4, 2022May 7, 2023",Price:   Sold
Leica 12586 Metal Vented lenshood for Summilux 50mm,https://fotohandeldelfshaven.nl/product/leica-12586-metal-vented-lenshood-for-summilux-50mm/,"
Leica 12586 Metal Vented lenshood for Summilux 50mm

Price: €180,00This metal lenshood clips on the front of the Summilux 50mm F/1.4 lens. This copy is in good condition with some signs of previous use and a lightly faded white text. A must have accessory for one of Leicas finest 50mm lenses.
Add to cartLeica 12586 Metal Vented lenshood for Summilux 50mmMaartenOctober 4, 2022May 7, 2023","Price: €180,00"
Leica 16469 / OUFRO extension ring M 10mm,https://fotohandeldelfshaven.nl/product/leica-16469-oufro-extension-ring-m-10mm/,"
Leica 16469 / OUFRO extension ring M 10mm

Price: €150,00This all-metal extension ring is 10mm thick and can be used (on the visoflex or digital Leica) for close up photography. It has no rangefinder coupling but should work on liveview with digital camera’s as well. Comes in very good condition with its original box.
Add to cartLeica 16469 / OUFRO extension ring M 10mmMaartenOctober 4, 2022May 7, 2023","Price: €150,00"
Mamiya 645 + Mamiya Sekor C 80mm 1:2.8,https://fotohandeldelfshaven.nl/product/mamiya-645-mamiya-sekor-c-80mm-12-8/,"
Mamiya 645 + Mamiya Sekor C 80mm 1:2.8

Price:   SoldMamiya’s first design for a 6×4,5 medium format camera and they got it correct right away. It’s small, lightweight (especially with the WLF like this camera has), very easy to opperate and gives lovely images. This camera is in good condition and has very little usage marks. The leather starts  .....
Read moreMamiya 645 + Mamiya Sekor C 80mm 1:2.8MaartenSeptember 27, 2022June 19, 2023",Price:   Sold
"Leica M4-P, fresh service",https://fotohandeldelfshaven.nl/product/leica-m4-p-fresh-service/,"
Leica M4-P, fresh service

Price:   SoldThe P in M4-P stands for professional. It was the successor of the Leica M4-2 and added 28 and 75mm framelines to the already existing line-up of 35m, 50 and 90mm. It is basically an M6 without a lightmeter. The camera comes in good condition, some regular wear. Some mark  .....
Read moreLeica M4-P, fresh serviceMaartenSeptember 27, 2022June 19, 2023",Price:   Sold
Contax G1 + 28mm 1:2.8 Carl Zeiss *T Biogon,https://fotohandeldelfshaven.nl/product/contax-g1-28mm-12-8-carl-zeiss-t-biogon/,"
Contax G1 + 28mm 1:2.8 Carl Zeiss *T Biogon

Price:   SoldOne of the luxury camera of the 1990’s. The Contax G1 is incredibly well built, has a very high quality feel because of it’s titanium body and produces amazing photo’s due to the high quality Carl Zeiss lenses that were made for these cameras. Combine that with a fully automatic  .....
Read moreContax G1 + 28mm 1:2.8 Carl Zeiss *T BiogonMaartenSeptember 27, 2022June 19, 2023",Price:   Sold
Olympus OM-2 + Olympus 50mm 1:1.8 Zuiko MC,https://fotohandeldelfshaven.nl/product/olympus-om-2-olympus-50mm-11-8-zuiko-mc/,"
Olympus OM-2 + Olympus 50mm 1:1.8 Zuiko MC

Price:   SoldWhen Olympus introduced the OM-1 in in 1972 it was a big change in the camera market as the SLR market at the time was dominated by bigger an heavier cameras like the Nikon F. It came as quite a surprise when they updated the small and lightweight Olympus OM-1  .....
Read moreOlympus OM-2 + Olympus 50mm 1:1.8 Zuiko MCMaartenSeptember 27, 2022June 19, 2023",Price:   Sold
Minolta XD 5 + Minolta MD 50mm 1:2,https://fotohandeldelfshaven.nl/product/minolta-xd-5-minolta-md-50mm-12/,"
Minolta XD 5 + Minolta MD 50mm 1:2

Price:   SoldIn the 1970’s Leica designed a camera together with Minolta which resulted in the Minolta XD7 and the Leica R4. The Minolta XD5 is the younger brother of the XD7 and is almost identical, the metal topcover got replaced for a plastic one, there is a little less information visible  .....
Read moreMinolta XD 5 + Minolta MD 50mm 1:2MaartenSeptember 27, 2022June 19, 2023",Price:   Sold
Nikon F3 kit + Nikon Nikkor 50mm 1:1.8 AI,https://fotohandeldelfshaven.nl/product/nikon-f3-kit-nikon-nikkor-50mm-11-8-ai/,"
Nikon F3 kit + Nikon Nikkor 50mm 1:1.8 AI

Price:   SoldNumber 3 in the professional Nikon F line-up. The Nikon F3 made a couple of big changes compared to the Nikon F and F2. The body was a bit smaller and lighter, it had a semi-automatic exposure controll and a built-in lightmeter. Whereas the Nikon F and F2 were reliant  .....
Read moreNikon F3 kit + Nikon Nikkor 50mm 1:1.8 AIMaartenSeptember 27, 2022June 19, 2023",Price:   Sold
"Rolleiflex 3.5F, 12-24 version, no meter",https://fotohandeldelfshaven.nl/product/rolleiflex-3-5f-12-24-version-no-meter/,"
Rolleiflex 3.5F, 12-24 version, no meter

Price: €1.250,00This 3.5F version comes without lightmeter block installed on the top. This was probably taken of and replaced with a regular nameplate once. This variant has the ”importe d’allemagne” badge on the waste level finder. The camer also has the 12-24 button installed for switching from 120 to 220 film  .....
Add to cartRolleiflex 3.5F, 12-24 version, no meterMaartenSeptember 27, 2022June 19, 2023","Price: €1.250,00"
Hasselblad 500C/M + Planar 80mm F/2.8 kit,https://fotohandeldelfshaven.nl/product/hasselblad-500c-m-planar-80mm-f-2-8-kit/,"
Hasselblad 500C/M + Planar 80mm F/2.8 kit

Price:   SoldThe Hasselblad 500C/M is one of Hasselblads most popular camera’s. Combined with the first generation 80mm Zeiss Planar lens which renders beautiful images this is a true dream to use. The camera is very pleasant in use and all functions are as simple as it can get. It takes 6x6cm  .....
Read moreHasselblad 500C/M + Planar 80mm F/2.8 kitMaartenSeptember 27, 2022June 19, 2023",Price:   Sold
Leica 35mm f/2 Summicron V3 M with hood Boxed,https://fotohandeldelfshaven.nl/product/leica-35mm-f-2-summicron-v3-m-with-hood-boxed/,"
Leica 35mm f/2 Summicron V3 M with hood Boxed

Price:   SoldA complete set of the Leica 35mm f/2 Summicron V3 in M mount but with some obivous wear. This lens comes in it’s original box with matching serial number and matching 12504 hood. The lens shows lit’s age. The engravings have faded quite a lot through the years. The hood  .....
Read moreLeica 35mm f/2 Summicron V3 M with hood BoxedMaartenSeptember 27, 2022May 7, 2023",Price:   Sold
"Dallmeyer Rapid Rectiliear, 22x20inch, very large",https://fotohandeldelfshaven.nl/product/dallmeyer-rapid-rectiliear-22x20inch-very-large/,"
Dallmeyer Rapid Rectiliear, 22x20inch, very large

Price: €2.500,00A very well built Dallmeyer Rapid rectilinear lens for ultra large format 22x20inch in sliding focus mount. Sized about a Dallmeyer 3B but with an 800mm focal lenght at around F8 or a slightly bit faster. Hight almost 20cm and barrel with 11cm diameter. Built around 1880 and in pretty  .....
Add to cartDallmeyer Rapid Rectiliear, 22x20inch, very largeMaartenSeptember 27, 2022May 7, 2023","Price: €2.500,00"
Hasselblad Carl Zeiss Distagon CF 4 / 50 FLE T*,https://fotohandeldelfshaven.nl/product/hasselblad-carl-zeiss-distagon-cf-4-50-fle-t/,"
Hasselblad Carl Zeiss Distagon CF 4 / 50 FLE T*

Price:   Sold50mm is the most used wide angle focal length for Hasselblad cameras as you still get the wide field of view that’s similar to 27,5mm on full frame 35mm cameras while still having a quite small lens. The Carl Zeiss Distagon lens formula ensures incredible sharpness and great overall lens  .....
Read moreHasselblad Carl Zeiss Distagon CF 4 / 50 FLE T*MaartenSeptember 27, 2022May 7, 2023",Price:   Sold
Voigtlander 35mm 1:2.5 Color Skopar P II boxed,https://fotohandeldelfshaven.nl/product/voigtlander-35mm-12-5-color-skopar-p-ii-boxed/,"
Voigtlander 35mm 1:2.5 Color Skopar P II boxed

Price:   SoldAn incredibly small but high performing lens. The Voigtlander Color Skopar 35mm f/2.5 is a true pancake lens as it only portrudes for 2,2cm when mounted on an M camera. This lens is in great condition with only a few sign of wear. Mechanically the focus is still very smooth  .....
Read moreVoigtlander 35mm 1:2.5 Color Skopar P II boxedMaartenSeptember 27, 2022May 7, 2023",Price:   Sold
Hasselblad Carl Zeiss Distagon 1:3.5 f=60mm T* C lens,https://fotohandeldelfshaven.nl/product/hasselblad-carl-zeiss-distagon-13-5-f60mm-t-c-lens/,"
Hasselblad Carl Zeiss Distagon 1:3.5 f=60mm T* C lens

Price:   SoldEarly, all metal Distagon 60mm lens in a beautiful shape. Hard to find focal lenght for Hasselblad. The lens comes in a beautiful shape. Just light sings of previous use. Smooth focus and good aperture. Shutter runs well at all speeds. Optics in perfect shape. A very well preserved Hasselblad  .....
Read moreHasselblad Carl Zeiss Distagon 1:3.5 f=60mm T* C lensMaartenSeptember 27, 2022May 7, 2023",Price:   Sold
Mamiya Sekor Z f=50mm 1:4.5 For Mamiya RZ67,https://fotohandeldelfshaven.nl/product/mamiya-sekor-z-f50mm-14-5-for-mamiya-rz67/,"
Mamiya Sekor Z f=50mm 1:4.5 For Mamiya RZ67

Price:   SoldWide angle lens for the Mamiya RZ67 and Pro II cameras. The lens comes in an excellent shape. some light sings of previous use. Glass in excellent shape. Shutter is accurate at all speeds. The Mamiya 50mm lens is a great add-on for any RZ67 kit
Read moreMamiya Sekor Z f=50mm 1:4.5 For Mamiya RZ67MaartenSeptember 27, 2022May 7, 2023",Price:   Sold
"Leica Leitz Summicron-R 1:2 / 90, 3-cam lens",https://fotohandeldelfshaven.nl/product/leica-leitz-summicron-r-12-90-3-cam-lens/,"
Leica Leitz Summicron-R 1:2 / 90, 3-cam lens

Price: €700,00This Leica Leitz Summicron 90mm portrait lens has been made in Canada and is famous for it’s amazing rendering. 3-cam version so it will meter correctly to most early Leicaflex cameras up to the latset Leica R9. The lens comes in a good condition. Some regular signs of previous use.  .....
Add to cartLeica Leitz Summicron-R 1:2 / 90, 3-cam lensMaartenSeptember 27, 2022May 18, 2023","Price: €700,00"
Mamiya-Sekor C 35mm 1:3.5 N,https://fotohandeldelfshaven.nl/product/mamiya-sekor-c-35mm-13-5-n/,"
Mamiya-Sekor C 35mm 1:3.5 N

Price:   SoldWide angle lens for the Mamiya 645 series cameras. Some balsam separation to rear group but it still gives clear image. Glass and cosmetics in excellent condition otherwsie. Smooth focus and good aperture. Later N version. Nice add-on for any Mamiya 645 kit
Read moreMamiya-Sekor C 35mm 1:3.5 NMaartenSeptember 27, 2022May 7, 2023",Price:   Sold
"Olympus OM Zuiko 50mm 1:1.2, fast standard",https://fotohandeldelfshaven.nl/product/olympus-om-zuiko-50mm-11-2-fast-standard/,"
Olympus OM Zuiko 50mm 1:1.2, fast standard

Price:   SoldFast standard lens to fit any vintage Olympus OM SLR camera. The lens comes in a good condition. regular sings of previous use. Smooth focus but slightly heavy. Good aperture. Glass in good shape. few very faint marks and some internal dust. not of influence to images. Sought after Olympus  .....
Read moreOlympus OM Zuiko 50mm 1:1.2, fast standardMaartenSeptember 27, 2022May 7, 2023",Price:   Sold
